捞抚,惫,康,荐,苞,乞闭,切痢
切积527,31.0,62.0,37.0,82.0,53.0,F
切积528,43.0,88.0,11.0,56.0,49.5,F
切积529,6.0,98.0,96.0,74.0,68.5,F
切积530,41.0,75.0,8.0,22.0,36.5,F
切积531,29.0,45.0,94.0,70.0,59.5,F
切积532,83.0,84.0,32.0,91.0,72.5,C
切积533,91.0,1.0,53.0,32.0,44.25,F
切积534,89.0,59.0,10.0,29.0,46.75,F
切积535,84.0,58.0,70.0,25.0,59.25,F
切积536,96.0,95.0,10.0,4.0,51.25,F
切积537,83.0,7.0,64.0,9.0,40.75,F
切积538,67.0,38.0,63.0,26.0,48.5,F
切积539,50.0,72.0,14.0,86.0,55.5,F
切积540,60.0,28.0,49.0,59.0,49.0,F
切积541,71.0,11.0,49.0,62.0,48.25,F
切积542,32.0,63.0,31.0,96.0,55.5,F
切积543,72.0,6.0,73.0,22.0,43.25,F
切积544,29.0,93.0,2.0,85.0,52.25,F
切积545,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积546,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积547,88.0,90.0,62.0,72.0,78.0,C
切积548,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积549,63.0,60.0,31.0,70.0,56.0,F
切积550,21.0,50.0,56.16032972694487,88.0,53.79008243173622,F
切积551,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积552,88.0,90.0,62.0,72.0,78.0,C
切积553,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积554,63.0,60.0,31.0,70.0,56.0,F
切积555,54.0,50.0,56.16032972694487,88.0,62.04008243173622,F
切积556,64.0,3.0,73.0,83.0,55.75,F
切积557,78.0,58.0,20.0,47.0,50.75,F
切积558,13.0,82.0,57.0,1.0,38.25,F
切积559,4.0,11.0,81.0,76.0,43.0,F
切积560,3.0,25.0,26.0,67.0,30.25,F
切积561,96.0,78.0,1.0,6.0,45.25,F
切积562,78.0,31.0,70.0,91.0,67.5,F
切积563,4.0,63.0,59.0,23.0,37.25,F
切积564,29.0,67.0,49.0,28.0,43.25,F
切积565,93.0,56.0,63.0,55.0,66.75,F
切积566,57.0,65.0,12.0,47.0,45.25,F
切积567,20.0,74.0,56.0,17.0,41.75,F
切积568,6.0,61.0,0.0,20.0,21.75,F
切积569,3.0,11.0,83.0,45.0,35.5,F
切积570,4.0,82.0,88.0,69.0,60.75,F
切积571,62.0,5.0,92.0,67.0,56.5,F
切积572,4.0,12.0,73.0,73.0,40.5,F
切积573,84.0,58.0,70.0,25.0,59.25,F
切积574,96.0,95.0,10.0,4.0,51.25,F
切积575,83.0,7.0,64.0,9.0,40.75,F
切积576,67.0,38.0,63.0,26.0,48.5,F
切积577,50.0,72.0,14.0,86.0,55.5,F
切积578,60.0,28.0,49.0,59.0,49.0,F
切积579,71.0,11.0,49.0,62.0,48.25,F
切积580,32.0,63.0,31.0,96.0,55.5,F
切积581,72.0,6.0,73.0,22.0,43.25,F
切积582,29.0,93.0,2.0,85.0,52.25,F
切积583,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积584,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积585,88.0,90.0,62.0,72.0,78.0,C
切积586,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积587,63.0,60.0,31.0,70.0,56.0,F
切积588,21.0,50.0,56.16032972694487,88.0,53.79008243173622,F
切积589,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积590,88.0,90.0,62.0,72.0,78.0,C
切积591,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积592,63.0,60.0,31.0,70.0,56.0,F
切积593,54.0,50.0,56.16032972694487,88.0,62.04008243173622,F
切积594,64.0,3.0,73.0,83.0,55.75,F
切积595,83.0,91.0,32.0,99.0,76.25,C
切积596,5.0,55.0,11.0,65.0,34.0,F
切积597,7.0,40.0,10.0,3.0,15.0,F
切积598,55.0,46.0,74.0,35.0,52.5,F
切积599,97.0,70.0,20.0,27.0,53.5,F
切积600,92.0,61.0,42.0,88.0,70.75,C
切积601,16.0,10.0,41.0,55.0,30.5,F
切积602,47.0,33.0,64.0,65.0,52.25,F
切积603,14.0,40.0,90.0,41.0,46.25,F
切积604,3.0,74.0,48.0,49.0,43.5,F
切积605,52.0,64.0,68.0,85.0,67.25,F
切积606,26.0,87.0,93.0,36.0,60.5,F
切积607,30.0,51.0,30.0,62.0,43.25,F
切积608,72.0,44.0,80.0,13.0,52.25,F
切积609,35.0,49.0,30.0,41.0,38.75,F
切积610,52.0,60.0,1.0,14.0,31.75,F
切积611,12.0,65.0,86.0,76.0,59.75,F
切积612,79.0,21.0,11.0,41.0,38.0,F
切积613,13.0,33.0,72.0,92.0,52.5,F
切积614,57.0,68.0,33.0,33.0,47.75,F
切积615,48.0,44.0,37.0,83.0,53.0,F
切积616,66.0,88.0,81.0,66.0,75.25,C
切积617,44.0,15.0,44.0,46.0,37.25,F
切积618,99.0,2.0,96.0,90.0,71.75,C
切积619,57.0,4.0,12.0,85.0,39.5,F
切积620,4.0,77.0,57.0,83.0,55.25,F
切积621,74.0,23.0,52.0,64.0,53.25,F
切积622,84.0,58.0,70.0,25.0,59.25,F
切积623,96.0,95.0,10.0,4.0,51.25,F
切积624,83.0,7.0,64.0,9.0,40.75,F
切积625,67.0,38.0,63.0,26.0,48.5,F
切积626,50.0,72.0,14.0,86.0,55.5,F
切积627,60.0,28.0,49.0,59.0,49.0,F
切积628,71.0,11.0,49.0,62.0,48.25,F
切积629,32.0,63.0,31.0,96.0,55.5,F
切积630,72.0,6.0,73.0,22.0,43.25,F
切积631,29.0,93.0,2.0,85.0,52.25,F
切积632,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积633,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积634,88.0,90.0,62.0,72.0,78.0,C
切积635,92.0,70.0,55.0,60.420972335231895,69.35524308380798,F
切积636,63.0,60.0,55.0,70.0,62.0,F
切积637,21.0,50.0,55.0,88.0,53.5,F
切积638,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积639,88.0,90.0,62.0,72.0,78.0,C
切积640,92.0,70.0,75.0,85.0,80.5,B
切积641,63.0,60.0,31.0,70.0,56.0,F
切积642,54.0,50.0,23.0,88.0,53.75,F
切积643,64.0,54.0,73.0,83.0,68.5,F
切积644,89.0,36.0,63.0,14.0,50.5,F
切积645,83.0,26.0,81.0,98.0,72.0,C
切积646,18.0,51.0,17.0,6.0,23.0,F
切积647,63.0,60.0,55.0,70.0,62.0,F
切积648,21.0,50.0,55.0,88.0,53.5,F
切积649,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积650,88.0,90.0,62.0,72.0,78.0,C
切积651,92.0,70.0,75.0,85.0,80.5,B
切积652,63.0,60.0,31.0,70.0,56.0,F
切积653,54.0,50.0,23.0,88.0,53.75,F
切积654,64.0,54.0,73.0,83.0,68.5,F
切积655,89.0,36.0,63.0,14.0,50.5,F
切积656,83.0,26.0,81.0,98.0,72.0,C
切积657,18.0,51.0,17.0,6.0,23.0,F
切积658,33.0,95.0,77.0,95.0,75.0,C
切积659,86.0,34.0,31.0,18.0,42.25,F
切积660,61.0,31.0,97.0,69.0,64.5,F
切积661,79.0,87.0,93.0,86.0,86.25,B
切积662,68.0,75.0,10.0,58.0,52.75,F
切积663,36.0,59.0,90.0,54.0,59.75,F
切积664,55.0,25.0,13.0,30.0,30.75,F
切积665,63.0,60.0,55.0,70.0,62.0,F
切积666,21.0,50.0,55.0,88.0,53.5,F
切积667,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积668,88.0,90.0,62.0,72.0,78.0,C
切积669,92.0,70.0,75.0,85.0,80.5,B
切积670,63.0,60.0,31.0,70.0,56.0,F
切积671,54.0,50.0,23.0,88.0,53.75,F
切积672,64.0,54.0,73.0,83.0,68.5,F
切积673,89.0,36.0,63.0,14.0,50.5,F
切积674,83.0,26.0,81.0,98.0,72.0,C
切积675,18.0,51.0,17.0,6.0,23.0,F
切积676,73.0,89.0,73.0,78.0,78.25,C
切积677,45.0,11.0,99.0,81.0,59.0,F
切积678,88.0,10.0,87.0,7.0,48.0,F
切积679,10.0,67.0,56.0,93.0,56.5,F
切积680,97.0,82.0,93.0,67.0,84.75,B
切积681,4.0,86.0,62.0,94.0,61.5,F
切积682,72.0,47.0,72.0,89.0,70.0,C
切积683,13.0,56.0,64.0,34.0,41.75,F
切积684,46.0,56.0,39.0,24.0,41.25,F
切积685,70.0,41.0,86.0,93.0,72.5,C
切积686,20.0,88.0,73.0,46.0,56.75,F
切积687,63.0,60.0,55.0,70.0,62.0,F
切积688,21.0,50.0,55.0,88.0,53.5,F
切积689,98.0,90.0,88.0,64.0,85.0,B
切积690,88.0,90.0,62.0,72.0,78.0,C
切积691,92.0,70.0,75.0,85.0,80.5,B
切积692,63.0,60.0,31.0,70.0,56.0,F
切积693,54.0,50.0,23.0,88.0,53.75,F
切积694,64.0,54.0,73.0,83.0,68.5,F
切积695,89.0,36.0,63.0,14.0,50.5,F
切积696,83.0,26.0,81.0,98.0,72.0,C
切积697,18.0,51.0,17.0,6.0,23.0,F
切积698,74.0,85.0,95.0,70.0,81.0,B
切积699,46.0,56.0,39.0,24.0,41.25,F
切积700,70.0,41.0,86.0,93.0,72.5,C
切积701,20.0,88.0,73.0,46.0,56.75,F
切积702,63.0,60.0,55.0,70.0,62.0,F
切积703,21.0,50.0,55.0,88.0,53.5,F
切积704,98.0,90.0,88.0,64.0,85.0,B
切积705,88.0,90.0,62.0,72.0,78.0,C
切积706,92.0,70.0,75.0,85.0,80.5,B
切积707,63.0,60.0,31.0,70.0,56.0,F
切积708,54.0,50.0,23.0,88.0,53.75,F
切积709,64.0,54.0,73.0,83.0,68.5,F
切积710,89.0,36.0,63.0,14.0,50.5,F
切积711,83.0,26.0,81.0,98.0,72.0,C
切积712,18.0,51.0,17.0,6.0,23.0,F
切积713,42.0,92.0,61.0,10.0,51.25,F
切积714,46.0,56.0,39.0,24.0,41.25,F
切积715,70.0,41.0,86.0,93.0,72.5,C
切积716,20.0,88.0,73.0,46.0,56.75,F
切积717,63.0,60.0,55.0,70.0,62.0,F
切积718,21.0,50.0,55.0,88.0,53.5,F
切积719,98.0,90.0,88.0,64.0,85.0,B
切积720,88.0,90.0,62.0,72.0,78.0,C
切积721,92.0,70.0,75.0,85.0,80.5,B
切积722,63.0,60.0,31.0,70.0,56.0,F
切积723,54.0,50.0,23.0,88.0,53.75,F
切积724,64.0,54.0,73.0,83.0,68.5,F
切积725,89.0,36.0,63.0,14.0,50.5,F
切积726,83.0,26.0,81.0,98.0,72.0,C
切积727,18.0,51.0,17.0,6.0,23.0,F
切积728,62.0,69.0,84.0,80.0,73.75,C
切积729,54.0,34.0,56.0,46.0,47.5,F
切积730,40.0,67.0,26.0,96.0,57.25,F
切积731,55.0,85.0,46.0,81.0,66.75,F
切积732,35.0,53.0,86.0,12.0,46.5,F
切积733,42.0,59.0,79.0,10.0,47.5,F
切积734,20.0,83.0,28.0,69.0,50.0,F
切积735,14.0,53.0,19.0,32.0,29.5,F
切积736,77.0,75.0,75.0,98.0,81.25,B
切积737,45.0,30.0,62.0,89.0,56.5,F
切积738,69.0,47.0,71.0,90.0,69.25,F
切积739,51.0,57.0,16.0,0.0,31.0,F
切积740,28.0,69.0,8.0,6.0,27.75,F
切积741,55.0,46.0,97.0,73.0,67.75,F
切积742,52.0,79.0,44.0,16.0,47.75,F
切积743,33.0,62.0,83.0,0.0,44.5,F
切积744,79.0,12.0,53.0,43.0,46.75,F
切积745,55.0,56.0,92.0,40.0,60.75,F
切积746,46.0,56.0,39.0,24.0,41.25,F
切积747,70.0,41.0,86.0,93.0,72.5,C
切积748,20.0,88.0,73.0,46.0,56.75,F
切积749,63.0,60.0,55.0,70.0,62.0,F
切积750,21.0,50.0,55.0,88.0,53.5,F
切积751,98.0,90.0,88.0,64.0,85.0,B
切积752,88.0,90.0,62.0,72.0,78.0,C
切积753,92.0,70.0,75.0,85.0,80.5,B
切积754,63.0,60.0,31.0,70.0,56.0,F
切积755,54.0,50.0,23.0,88.0,53.75,F
切积756,64.0,54.0,73.0,83.0,68.5,F
切积757,89.0,36.0,63.0,14.0,50.5,F
切积758,83.0,26.0,81.0,98.0,72.0,C
切积759,18.0,51.0,17.0,6.0,23.0,F
切积760,46.0,56.0,39.0,24.0,41.25,F
切积761,70.0,41.0,86.0,93.0,72.5,C
切积762,20.0,88.0,73.0,46.0,56.75,F
切积763,63.0,60.0,55.0,70.0,62.0,F
切积764,21.0,50.0,55.0,88.0,53.5,F
切积765,98.0,90.0,88.0,64.0,85.0,B
切积766,88.0,90.0,62.0,72.0,78.0,C
切积767,92.0,70.0,75.0,85.0,80.5,B
切积768,63.0,60.0,31.0,70.0,56.0,F
切积769,54.0,50.0,23.0,88.0,53.75,F
切积770,64.0,54.0,73.0,83.0,68.5,F
切积771,89.0,36.0,63.0,14.0,50.5,F
切积772,83.0,26.0,81.0,98.0,72.0,C
切积773,18.0,51.0,17.0,6.0,23.0,F
切积774,37.0,27.0,97.0,62.0,55.75,F
切积775,70.0,20.0,63.0,0.0,38.25,F
切积776,85.0,98.0,24.0,53.0,65.0,F
切积777,94.0,77.0,76.0,99.0,86.5,B
切积778,96.0,39.0,77.0,12.0,56.0,F
切积779,46.0,56.0,39.0,24.0,41.25,F
切积780,70.0,41.0,86.0,93.0,72.5,C
切积781,20.0,88.0,73.0,46.0,56.75,F
切积782,63.0,60.0,55.0,70.0,62.0,F
切积783,21.0,50.0,55.0,88.0,53.5,F
切积784,98.0,90.0,88.0,64.0,85.0,B
切积785,88.0,90.0,62.0,72.0,78.0,C
切积786,46.0,56.0,39.0,24.0,41.25,F
切积787,70.0,41.0,86.0,93.0,72.5,C
切积788,20.0,88.0,73.0,46.0,56.75,F
切积789,63.0,60.0,55.0,70.0,62.0,F
切积790,21.0,50.0,55.0,88.0,53.5,F
切积791,98.0,90.0,88.0,64.0,85.0,B
切积792,88.0,90.0,62.0,72.0,78.0,C
切积793,92.0,70.0,75.0,85.0,80.5,B
切积794,63.0,60.0,31.0,70.0,56.0,F
切积795,54.0,50.0,23.0,88.0,53.75,F
切积796,64.0,54.0,73.0,83.0,68.5,F
切积797,89.0,36.0,63.0,14.0,50.5,F
切积798,83.0,26.0,81.0,98.0,72.0,C
切积799,18.0,51.0,17.0,6.0,23.0,F
切积800,46.0,56.0,39.0,24.0,41.25,F
切积801,70.0,41.0,86.0,93.0,72.5,C
切积802,20.0,88.0,73.0,46.0,56.75,F
切积803,63.0,60.0,55.0,70.0,62.0,F
切积804,21.0,50.0,55.0,88.0,53.5,F
切积805,98.0,90.0,88.0,64.0,85.0,B
切积806,88.0,90.0,62.0,72.0,78.0,C
切积807,92.0,70.0,75.0,85.0,80.5,B
切积808,63.0,60.0,31.0,70.0,56.0,F
切积809,54.0,50.0,23.0,88.0,53.75,F
切积810,46.0,56.0,39.0,24.0,41.25,F
切积811,70.0,41.0,86.0,93.0,72.5,C
切积812,20.0,88.0,73.0,46.0,56.75,F
切积813,63.0,60.0,55.0,70.0,62.0,F
切积814,21.0,50.0,55.0,88.0,53.5,F
切积815,98.0,90.0,88.0,64.0,85.0,B
切积816,88.0,90.0,62.0,72.0,78.0,C
切积817,46.0,56.0,39.0,24.0,41.25,F
切积818,70.0,41.0,86.0,93.0,72.5,C
切积819,20.0,88.0,73.0,46.0,56.75,F
切积820,63.0,60.0,55.0,70.0,62.0,F
切积821,21.0,50.0,55.0,88.0,53.5,F
切积822,98.0,90.0,88.0,64.0,85.0,B
切积823,88.0,90.0,62.0,72.0,78.0,C
切积824,92.0,70.0,75.0,85.0,80.5,B
切积825,63.0,60.0,31.0,70.0,56.0,F
切积826,54.0,50.0,23.0,88.0,53.75,F
切积827,64.0,54.0,73.0,83.0,68.5,F
切积828,46.0,56.0,39.0,24.0,41.25,F
切积829,70.0,41.0,86.0,93.0,72.5,C
切积830,20.0,88.0,73.0,46.0,56.75,F
切积831,63.0,60.0,55.0,70.0,62.0,F
切积832,21.0,50.0,55.0,88.0,53.5,F
切积833,98.0,90.0,88.0,64.0,85.0,B
切积834,88.0,90.0,62.0,72.0,78.0,C
切积835,92.0,70.0,75.0,85.0,80.5,B
切积836,63.0,60.0,31.0,70.0,56.0,F
切积837,54.0,50.0,23.0,88.0,53.75,F
切积838,46.0,56.0,39.0,24.0,41.25,F
切积839,70.0,41.0,86.0,93.0,72.5,C
切积840,20.0,88.0,73.0,46.0,56.75,F
切积841,46.0,56.0,39.0,24.0,41.25,F
切积842,70.0,41.0,86.0,93.0,72.5,C
切积843,46.0,56.0,39.0,24.0,41.25,F
切积844,70.0,41.0,86.0,93.0,72.5,C
切积845,20.0,88.0,73.0,46.0,56.75,F
切积846,63.0,60.0,55.0,70.0,62.0,F
切积847,21.0,50.0,55.0,88.0,53.5,F
切积848,98.0,90.0,88.0,64.0,85.0,B
切积849,88.0,90.0,62.0,72.0,78.0,C
切积850,92.0,70.0,75.0,85.0,80.5,B
切积851,63.0,60.0,31.0,70.0,56.0,F
切积852,54.0,50.0,23.0,88.0,53.75,F
切积853,64.0,54.0,73.0,83.0,68.5,F
切积854,89.0,36.0,63.0,14.0,50.5,F
切积855,83.0,26.0,81.0,98.0,72.0,C
切积856,18.0,51.0,17.0,6.0,23.0,F
切积857,85.0,37.0,23.0,49.0,48.5,F
切积858,90.0,93.0,65.0,30.0,69.5,F
切积859,71.0,83.0,15.0,11.0,45.0,F
切积860,94.0,6.0,28.0,69.0,49.25,F
切积861,85.0,88.0,60.0,17.0,62.5,F
切积862,32.0,59.0,16.0,31.0,34.5,F
切积863,59.0,64.0,40.0,72.0,58.75,F
切积864,85.0,73.0,51.0,6.0,53.75,F
切积865,20.0,36.0,26.0,73.0,38.75,F
切积866,46.0,56.0,39.0,24.0,41.25,F
切积867,70.0,41.0,86.0,93.0,72.5,C
切积868,20.0,88.0,73.0,46.0,56.75,F
切积869,63.0,60.0,55.0,70.0,62.0,F
切积870,21.0,50.0,55.0,88.0,53.5,F
切积871,98.0,90.0,88.0,64.0,85.0,B
切积872,88.0,90.0,62.0,72.0,78.0,C
切积873,92.0,70.0,75.0,85.0,80.5,B
切积874,63.0,60.0,31.0,70.0,56.0,F
切积875,54.0,50.0,23.0,88.0,53.75,F
切积876,64.0,54.0,73.0,83.0,68.5,F
切积877,89.0,36.0,63.0,14.0,50.5,F
切积878,83.0,26.0,81.0,98.0,72.0,C
切积879,18.0,51.0,17.0,6.0,23.0,F
切积880,23.0,61.0,24.0,30.0,34.5,F
切积881,53.0,60.0,20.0,39.0,43.0,F
切积882,46.0,56.0,39.0,24.0,41.25,F
切积883,70.0,41.0,86.0,93.0,72.5,C
切积884,20.0,88.0,73.0,46.0,56.75,F
切积885,63.0,60.0,55.0,70.0,62.0,F
切积886,21.0,50.0,55.0,88.0,53.5,F
切积887,98.0,90.0,88.0,64.0,85.0,B
切积888,88.0,90.0,62.0,72.0,78.0,C
切积889,92.0,70.0,75.0,85.0,80.5,B
切积890,63.0,60.0,31.0,70.0,56.0,F
切积891,54.0,50.0,23.0,88.0,53.75,F
切积892,64.0,54.0,73.0,83.0,68.5,F
切积893,89.0,36.0,63.0,14.0,50.5,F
切积894,83.0,26.0,81.0,98.0,72.0,C
切积895,18.0,51.0,17.0,6.0,23.0,F
切积896,54.0,50.0,23.0,88.0,53.75,F
切积897,64.0,54.0,73.0,83.0,68.5,F
切积898,89.0,36.0,63.0,14.0,50.5,F
切积899,83.0,26.0,81.0,98.0,72.0,C
切积900,18.0,51.0,17.0,6.0,23.0,F
切积901,71.0,84.0,33.0,34.0,55.5,F
切积902,64.0,3.0,39.0,18.0,31.0,F
切积903,46.0,43.0,49.0,2.0,35.0,F
切积904,36.0,72.0,84.0,28.0,55.0,F
切积905,83.0,57.0,67.0,33.0,60.0,F
切积906,33.0,19.0,69.0,65.0,46.5,F
切积907,46.0,56.0,39.0,24.0,41.25,F
切积908,70.0,41.0,86.0,93.0,72.5,C
切积909,20.0,88.0,73.0,46.0,56.75,F
切积910,63.0,60.0,55.0,70.0,62.0,F
切积911,21.0,50.0,55.0,88.0,53.5,F
切积912,98.0,90.0,88.0,64.0,85.0,B
切积913,88.0,90.0,62.0,72.0,78.0,C
切积914,92.0,70.0,75.0,85.0,80.5,B
切积915,63.0,60.0,31.0,70.0,56.0,F
切积916,54.0,50.0,23.0,88.0,53.75,F
切积917,64.0,54.0,73.0,83.0,68.5,F
切积918,89.0,36.0,63.0,14.0,50.5,F
切积919,83.0,26.0,81.0,98.0,72.0,C
切积920,18.0,51.0,17.0,6.0,23.0,F
切积921,46.0,56.0,39.0,24.0,41.25,F
切积922,70.0,41.0,86.0,93.0,72.5,C
切积923,20.0,88.0,73.0,46.0,56.75,F
切积924,63.0,60.0,55.0,70.0,62.0,F
切积925,21.0,50.0,55.0,88.0,53.5,F
切积926,98.0,90.0,88.0,64.0,85.0,B
切积927,88.0,90.0,62.0,72.0,78.0,C
切积928,46.0,56.0,39.0,24.0,41.25,F
切积929,70.0,41.0,86.0,93.0,72.5,C
切积930,20.0,88.0,73.0,46.0,56.75,F
切积931,63.0,60.0,55.0,70.0,62.0,F
切积932,21.0,50.0,55.0,88.0,53.5,F
切积933,98.0,90.0,88.0,64.0,85.0,B
切积934,88.0,90.0,62.0,72.0,78.0,C
切积935,92.0,70.0,75.0,85.0,80.5,B
切积936,63.0,60.0,31.0,70.0,56.0,F
切积937,54.0,50.0,23.0,88.0,53.75,F
切积938,64.0,54.0,73.0,83.0,68.5,F
切积939,89.0,36.0,63.0,14.0,50.5,F
切积940,83.0,26.0,81.0,98.0,72.0,C
切积941,18.0,51.0,17.0,6.0,23.0,F
切积942,46.0,56.0,39.0,24.0,41.25,F
切积943,70.0,41.0,86.0,93.0,72.5,C
切积944,20.0,88.0,73.0,46.0,56.75,F
切积945,63.0,60.0,55.0,70.0,62.0,F
切积946,21.0,50.0,55.0,88.0,53.5,F
切积947,98.0,90.0,88.0,64.0,85.0,B
切积948,88.0,90.0,62.0,72.0,78.0,C
切积949,92.0,70.0,75.0,85.0,80.5,B
切积950,63.0,60.0,31.0,70.0,56.0,F
切积951,54.0,50.0,23.0,88.0,53.75,F
切积952,64.0,54.0,73.0,83.0,68.5,F
切积953,89.0,36.0,63.0,14.0,50.5,F
切积954,83.0,26.0,81.0,98.0,72.0,C
切积955,18.0,51.0,17.0,6.0,23.0,F
切积956,69.0,66.0,39.0,59.0,58.25,F
切积957,25.0,19.0,37.0,45.0,31.5,F
切积958,21.0,82.0,20.0,20.0,35.75,F
切积959,7.0,11.0,57.0,74.0,37.25,F
切积960,23.0,32.0,52.0,99.0,51.5,F
切积961,97.0,87.0,30.0,66.0,70.0,C
切积962,53.0,32.0,23.0,28.0,34.0,F
切积963,14.0,45.0,73.0,30.0,40.5,F
切积964,12.0,52.0,44.0,37.0,36.25,F
切积965,46.0,56.0,39.0,24.0,41.25,F
切积966,70.0,41.0,86.0,93.0,72.5,C
切积967,20.0,88.0,73.0,46.0,56.75,F
切积968,63.0,60.0,55.0,70.0,62.0,F
切积969,21.0,50.0,55.0,88.0,53.5,F
切积970,98.0,90.0,88.0,64.0,85.0,B
切积971,88.0,90.0,62.0,72.0,78.0,C
切积972,92.0,70.0,75.0,85.0,80.5,B
切积973,63.0,60.0,31.0,70.0,56.0,F
切积974,54.0,50.0,23.0,88.0,53.75,F
切积975,64.0,54.0,73.0,83.0,68.5,F
切积976,89.0,36.0,63.0,14.0,50.5,F
切积977,83.0,26.0,81.0,98.0,72.0,C
切积978,18.0,51.0,17.0,6.0,23.0,F
切积979,75.0,38.0,94.0,50.0,64.25,F
切积980,58.0,74.0,56.0,27.0,53.75,F
切积981,52.0,86.0,55.0,51.0,61.0,F
切积982,62.0,24.0,72.0,24.0,45.5,F
切积983,71.0,21.0,21.0,89.0,50.5,F
切积984,95.0,67.0,17.0,86.0,66.25,F
切积985,62.0,71.0,88.0,95.0,79.0,C
切积986,46.0,56.0,39.0,24.0,41.25,F
切积987,70.0,41.0,86.0,93.0,72.5,C
切积988,20.0,88.0,73.0,46.0,56.75,F
切积989,63.0,60.0,55.0,70.0,62.0,F
切积990,21.0,50.0,55.0,88.0,53.5,F
切积991,98.0,90.0,88.0,64.0,85.0,B
切积992,46.0,56.0,39.0,24.0,41.25,F
切积993,70.0,41.0,86.0,93.0,72.5,C
切积994,20.0,88.0,73.0,46.0,56.75,F
切积995,63.0,60.0,55.0,70.0,62.0,F
切积996,21.0,50.0,55.0,88.0,53.5,F
切积997,98.0,90.0,88.0,64.0,85.0,B
切积998,88.0,90.0,62.0,72.0,78.0,C
切积999,92.0,70.0,75.0,85.0,80.5,B
切积1000,63.0,60.0,31.0,70.0,56.0,F
切积1001,54.0,50.0,23.0,88.0,53.75,F
切积1002,64.0,54.0,73.0,83.0,68.5,F
切积1003,89.0,36.0,63.0,14.0,50.5,F
切积1004,83.0,26.0,81.0,98.0,72.0,C
切积1005,18.0,51.0,17.0,6.0,23.0,F
切积1006,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积1007,88.0,90.0,62.0,72.0,78.0,C
切积1008,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积1009,63.0,60.0,31.0,70.0,56.0,F
切积1010,100.0,50.0,56.16032972694487,88.0,73.54008243173621,C
切积1011,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积1012,88.0,90.0,62.0,72.0,78.0,C
切积1013,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积1014,63.0,60.0,31.0,70.0,56.0,F
切积1015,100.0,50.0,56.16032972694487,88.0,73.54008243173621,C
切积1016,56.0,49.0,90.0,44.0,59.75,F
切积1017,34.0,28.0,16.0,0.0,19.5,F
切积1018,37.0,13.0,9.0,41.0,25.0,F
切积1019,14.0,17.0,21.0,77.0,32.25,F
切积1020,37.0,20.0,3.0,77.0,34.25,F
切积1021,19.0,97.0,28.0,77.0,55.25,F
切积1022,57.0,85.0,33.0,84.0,64.75,F
切积1023,10.0,21.0,67.0,54.0,38.0,F
切积1024,79.0,74.0,14.0,59.0,56.5,F
切积1025,96.0,67.0,66.0,48.0,69.25,F
切积1026,46.0,25.0,54.0,56.0,45.25,F
切积1027,66.0,32.0,77.0,24.0,49.75,F
切积1028,46.0,25.0,2.0,12.0,21.25,F
切积1029,26.0,10.0,49.0,74.0,39.75,F
切积1030,97.0,68.0,65.0,33.0,65.75,F
切积1031,86.0,70.0,99.0,45.0,75.0,C
切积1032,31.0,62.0,37.0,82.0,53.0,F
切积1033,43.0,88.0,11.0,56.0,49.5,F
切积1034,6.0,98.0,96.0,74.0,68.5,F
切积1035,41.0,75.0,8.0,22.0,36.5,F
切积1036,29.0,45.0,94.0,70.0,59.5,F
切积1037,83.0,84.0,32.0,91.0,72.5,C
切积1038,91.0,1.0,53.0,32.0,44.25,F
切积1039,89.0,59.0,10.0,29.0,46.75,F
切积1040,84.0,58.0,70.0,25.0,59.25,F
切积1041,96.0,95.0,10.0,4.0,51.25,F
切积1042,83.0,7.0,64.0,9.0,40.75,F
切积1043,67.0,38.0,63.0,26.0,48.5,F
切积1044,50.0,72.0,14.0,86.0,55.5,F
切积1045,60.0,28.0,49.0,59.0,49.0,F
切积1046,71.0,11.0,49.0,62.0,48.25,F
切积1047,32.0,63.0,31.0,96.0,55.5,F
切积1048,72.0,6.0,73.0,22.0,43.25,F
切积1049,29.0,93.0,2.0,85.0,52.25,F
切积1050,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积1051,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积1052,88.0,90.0,62.0,72.0,78.0,C
